,Industry,Position.to.be.closed,Interview.Type,Gender,Candidate.Current.Location,Candidate.Job.Location,Interview.Venue,Candidate.Native.location,Have.you.obtained.the.necessary.permission.to.start.at.the.required.time,Hope.there.will.be.no.unscheduled.meetings,Can.I.Call.you.three.hours.before.the.interview.and.follow.up.on.your.attendance.for.the.interview,Can.I.have.an.alternative.number..desk.number..I.assure.you.that.I.will.not.trouble.you.too.much,Have.you.taken.a.printout.of.your.updated.resume..Have.you.read.the.JD.and.understood.the.same,Are.you.clear.with.the.venue.details.and.the.landmark.,Has.the.call.letter.been.shared,Expected.Attendance,Observed.Attendance,Marital.Status
1030,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1031,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1032,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1033,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1034,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1035,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,no,no,no,single
1036,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1037,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1038,bfsi,routine,scheduled,male,chennai,chennai,chennai,hyderabad,unknown,yes,yes,no,yes,yes,yes,unknown,yes,single
1039,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1040,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1041,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1042,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1043,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,hyderabad,no,NA,NA,NA,NA,NA,no,no,no,single
1044,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1045,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1046,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,chennai,NA,NA,NA,NA,NA,NA,NA,NA,yes,single
1047,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,tirupati,unknown,yes,yes,yes,yes,no,yes,unknown,yes,married
1048,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1049,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,allahabad,NA,NA,NA,NA,NA,NA,NA,NA,yes,married
1050,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,hyderabad,NA,NA,NA,NA,NA,NA,NA,NA,no,single
1051,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,salem,NA,NA,NA,NA,NA,NA,NA,NA,yes,single
1052,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,kolkata,NA,NA,NA,NA,NA,NA,NA,NA,no,single
1053,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1054,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,cuttack,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
1055,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1056,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,bangalore,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
1057,bfsi,routine,scheduled,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,unknown,yes,single
1058,bfsi,routine,scheduled,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1059,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,noida,yes,yes,yes,yes,yes,no,unknown,unknown,no,single
1060,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,noida,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
1061,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,bangalore,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
1062,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,cuttack,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
1063,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,hyderabad,no,NA,NA,NA,NA,NA,NA,no,no,married
1064,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1065,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1066,bfsi,routine,scheduled,female,bangalore,bangalore,bangalore,bangalore,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
1067,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1068,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,pune,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1069,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1070,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1071,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chandigarh,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1072,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
1073,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1074,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1075,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1076,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1077,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,no,NA,NA,NA,NA,NA,NA,unknown,yes,single
1078,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,cuttack,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
1079,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1080,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1081,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,visakapatinam,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
1082,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
1083,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,unknown,no,married
1084,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
1085,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,no,NA,NA,NA,NA,NA,NA,unknown,yes,single
1086,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1087,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,cuttack,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
1088,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
1089,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
1090,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1091,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1092,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1093,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1094,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1095,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1096,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1097,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1098,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1099,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1100,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1101,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1102,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1103,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1104,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1105,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1106,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1107,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1108,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1109,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1110,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1111,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1112,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1113,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1114,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1115,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1116,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1117,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1118,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1119,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1120,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1121,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1122,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1123,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1124,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1125,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1126,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1127,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1128,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1129,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1130,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1131,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1132,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1133,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1134,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1135,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1136,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1137,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1138,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1139,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1140,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1141,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1142,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1143,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1144,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1145,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1146,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1147,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1148,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1149,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1150,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1151,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1152,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1153,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1154,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1155,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1156,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1157,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1158,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1159,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1160,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1161,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,vellore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1162,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1163,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1164,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1165,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1166,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1167,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1168,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1169,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1170,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1171,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1172,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1173,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1174,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1175,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1176,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1177,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,vellore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1178,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1179,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1180,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1181,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1182,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1183,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1184,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1185,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1186,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1187,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1188,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1189,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1190,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1191,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1192,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chitoor,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1193,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1194,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1195,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1196,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1197,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1198,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1199,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1200,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1201,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1202,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1203,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1204,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1205,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1206,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1207,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1208,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1209,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1210,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1211,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1212,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1213,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1214,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1215,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1216,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1217,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1218,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1219,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1220,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1221,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1222,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1223,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1224,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1225,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,warangal,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1226,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,warangal,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1227,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1228,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1229,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1230,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1231,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1232,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
